datetime,count
2011-01-20 00:00:00,12.183302300705908
2011-01-20 01:00:00,5.3551024737523205
2011-01-20 02:00:00,2.546975525910746
2011-01-20 03:00:00,2.237257259237018
2011-01-20 04:00:00,2.0571618740384032
2011-01-20 05:00:00,5.9323238501451865
2011-01-20 06:00:00,38.06080036404857
2011-01-20 07:00:00,103.59741784279949
2011-01-20 08:00:00,224.93223675102792
2011-01-20 09:00:00,134.99338192799266
2011-01-20 10:00:00,59.7745827573671
2011-01-20 11:00:00,65.9801366479698
2011-01-20 12:00:00,78.98898106916944
2011-01-20 13:00:00,75.61831687666682
2011-01-20 14:00:00,75.11827406419974
2011-01-20 15:00:00,78.46197515694796
2011-01-20 16:00:00,92.88820801560682
2011-01-20 17:00:00,197.59572451285322
2011-01-20 18:00:00,175.61302468654398
2011-01-20 19:00:00,105.31227339160702
2011-01-20 20:00:00,72.98854795869597
2011-01-20 21:00:00,50.039709520089694
2011-01-20 22:00:00,44.335763975234606
2011-01-20 23:00:00,25.415884065799347
2011-01-21 00:00:00,13.327293179132521
2011-01-21 01:00:00,6.02244630807469
2011-01-21 02:00:00,1.9691861858829147
2011-01-21 03:00:00,1.5786252105421934
2011-01-21 04:00:00,1.5666055704149648
2011-01-21 05:00:00,2.4215719614398754
2011-01-21 06:00:00,31.612734526641994
2011-01-21 07:00:00,98.35612009784116
2011-01-21 08:00:00,201.40366637026958
2011-01-21 09:00:00,131.82522187924383
2011-01-21 10:00:00,45.999399087207536
2011-01-21 11:00:00,55.46684341799742
2011-01-21 12:00:00,71.03184906228434
2011-01-21 13:00:00,61.67762836510036
2011-01-21 14:00:00,57.70356810094734
2011-01-21 15:00:00,59.18383899102912
2011-01-21 16:00:00,85.42710654823837
2011-01-21 17:00:00,147.4519134949024
2011-01-21 18:00:00,146.69237186136678
2011-01-21 19:00:00,104.2155349768367
2011-01-21 20:00:00,66.01599235130762
2011-01-21 21:00:00,44.56940044615373
2011-01-21 22:00:00,31.97037292291289
2011-01-21 23:00:00,19.712333118676185
2011-01-22 00:00:00,21.65317028451968
2011-01-22 01:00:00,15.836195900340389
2011-01-22 02:00:00,13.51600965854979
2011-01-22 03:00:00,6.55599143309606
2011-01-22 04:00:00,1.9381151541618058
2011-01-22 06:00:00,2.7360508281240294
2011-01-22 07:00:00,10.28845080447548
2011-01-22 08:00:00,21.076732535812503
2011-01-22 09:00:00,25.750426165168598
2011-01-22 10:00:00,48.57296873800578
2011-01-22 11:00:00,52.1905480960782
2011-01-22 12:00:00,57.16871362011428
2011-01-22 13:00:00,60.62595445586337
2011-01-22 14:00:00,58.10206687216372
2011-01-22 15:00:00,58.439979889547345
2011-01-22 16:00:00,58.67755604024627
2011-01-22 17:00:00,60.34880897287605
2011-01-22 18:00:00,50.07858797966827
2011-01-22 19:00:00,33.28777247628165
2011-01-22 20:00:00,34.163094006280204
2011-01-22 21:00:00,33.60680718247956
2011-01-22 22:00:00,28.34076579583498
2011-01-22 23:00:00,17.879631348077282
2011-01-23 00:00:00,25.67529494256789
2011-01-23 01:00:00,19.093219829950918
2011-01-23 02:00:00,14.93606740257934
2011-01-23 03:00:00,8.855539125315797
2011-01-23 05:00:00,1.6265372245352583
2011-01-23 06:00:00,1.7982227739644492
2011-01-23 07:00:00,6.105049059342798
2011-01-23 08:00:00,14.36492155733458
2011-01-23 09:00:00,21.583282474695867
2011-01-23 10:00:00,49.06789088355562
2011-01-23 11:00:00,51.781647275150384
2011-01-23 12:00:00,60.525872006384425
2011-01-23 13:00:00,55.29872764019559
2011-01-23 14:00:00,60.01694817457812
2011-01-23 15:00:00,59.716106983805204
2011-01-23 16:00:00,59.3745160916246
2011-01-23 17:00:00,54.36895101572058
2011-01-23 18:00:00,51.53611343081509
2011-01-23 19:00:00,34.20869137187458
2011-01-23 20:00:00,29.819217815827503
2011-01-23 21:00:00,22.36848639562175
2011-01-23 22:00:00,15.06060932600987
2011-01-23 23:00:00,11.598040115255634
2011-01-24 00:00:00,8.588834173555838
2011-01-24 01:00:00,3.2824785100902023
2011-01-24 03:00:00,1.9692115461180497
2011-01-24 04:00:00,2.2368955600752765
2011-01-24 05:00:00,5.910815305306421
2011-01-24 06:00:00,30.91537267101212
2011-01-24 07:00:00,80.89857043256175
2011-01-24 08:00:00,181.19385098132832
2011-01-24 09:00:00,104.21368940084575
2011-01-24 10:00:00,37.60173076937301
2011-01-24 11:00:00,33.50838138188208
2011-01-24 12:00:00,51.953041755565344
2011-01-24 13:00:00,50.79824650907039
2011-01-24 14:00:00,47.02593280812012
2011-01-24 15:00:00,52.03918815880489
2011-01-24 16:00:00,70.07289429214934
2011-01-24 17:00:00,145.4958539414845
2011-01-24 18:00:00,143.81165890179722
2011-01-24 19:00:00,93.9761614117642
2011-01-24 20:00:00,62.02691879431826
2011-01-24 21:00:00,42.86068796625632
2011-01-24 22:00:00,24.404976548976617
2011-01-24 23:00:00,18.70041160335797
2011-01-25 00:00:00,7.1047794004243485
2011-01-25 01:00:00,3.1741592926482967
2011-01-25 02:00:00,2.0676543847829145
2011-01-25 04:00:00,0.9099854968433299
2011-01-25 05:00:00,5.0950945200907265
2011-01-25 06:00:00,33.281065917753885
2011-01-25 07:00:00,79.42333299900531
2011-01-25 08:00:00,182.34502917126522
2011-01-25 09:00:00,123.2344033462591
2011-01-25 10:00:00,56.80167268703617
2011-01-25 11:00:00,58.01860157498497
2011-01-25 12:00:00,72.84514090841436
2011-01-25 13:00:00,73.09442389102033
2011-01-25 14:00:00,70.35002912899478
2011-01-25 15:00:00,72.46341646103691
2011-01-25 16:00:00,96.89908170756986
2011-01-25 17:00:00,206.79124028907677
2011-01-25 18:00:00,198.27696360910682
2011-01-25 19:00:00,110.32969918918951
2011-01-25 20:00:00,71.6298213493261
2011-01-25 21:00:00,53.34976682029681
2011-01-25 22:00:00,37.61670810160865
2011-01-25 23:00:00,20.05478382248883
2011-01-26 00:00:00,7.760795327543783
2011-01-26 01:00:00,5.2537380557519615
2011-01-26 02:00:00,2.0231323459934503
2011-01-26 05:00:00,2.224452203654943
2011-01-26 06:00:00,35.007332959266286
2011-01-26 07:00:00,93.11062698082125
2011-01-26 08:00:00,187.03787891266808
2011-01-26 09:00:00,114.17980419593857
2011-01-26 10:00:00,30.100265774648506
2011-01-26 11:00:00,23.053331242609644
2011-01-26 12:00:00,20.656435876437797
2011-01-26 13:00:00,20.370751982327118
2011-01-26 14:00:00,19.008475815533888
2011-01-26 15:00:00,14.423105685215555
2011-01-26 16:00:00,46.95344643308424
2011-01-26 17:00:00,103.32496318909487
2011-01-27 16:00:00,74.72971431180035
2011-01-27 17:00:00,165.0444316049457
2011-01-27 18:00:00,135.50890238675402
2011-01-27 19:00:00,97.97772194812275
2011-01-27 20:00:00,78.05899527861932
2011-01-27 21:00:00,48.229898282300084
2011-01-27 22:00:00,40.372534731489615
2011-01-27 23:00:00,26.139959991156026
2011-01-28 00:00:00,12.685543371769025
2011-01-28 01:00:00,6.700813018659099
2011-01-28 02:00:00,1.663080235018575
2011-01-28 03:00:00,1.4393508653304785
2011-01-28 05:00:00,6.227145375231111
2011-01-28 06:00:00,29.982332614375196
2011-01-28 07:00:00,81.67352569278341
2011-01-28 08:00:00,179.69133769152512
2011-01-28 09:00:00,124.96644529043549
2011-01-28 10:00:00,41.23597242514635
2011-01-28 11:00:00,41.21729039392563
2011-01-28 12:00:00,43.354074487728916
2011-01-28 13:00:00,42.13747822541364
2011-01-28 14:00:00,57.006723134500184
2011-01-28 15:00:00,51.40463102941036
2011-01-28 16:00:00,78.795114376846
2011-01-28 17:00:00,158.5081493940645
